bookid,authid
189204,73564
189205,12497
189206,5757
189207,77453
189208,43951
189209,91579
189210,39975
189211,61385
189212,101841
189213,60602
189214,91318
189215,94553
189216,91579
189217,71166
189218,21012
189219,12930
189220,55917
189221,28868
189222,10171
189223,27475
189224,57559
189225,100627
189226,15065
189227,38636
189228,38636
189229,27341
189230,60602
189231,88062
189232,72874
189233,100025
189234,9274
189235,79113
189236,35633
189237,21318
189238,2794
189239,8521
189240,100077
189241,87414
189242,82414
189243,44629
189244,77189
189245,55794
189246,64909
189247,12946
189248,50156
189249,32681
189250,72171
189251,40569
189252,85946
189253,49083
189254,25511
189255,46924
189256,25509
189257,14416
189258,98766
189259,82619
189260,69095
189261,92932
189262,70233
189263,70247
189264,52912
189265,43654
189266,27412
189267,33260
189268,69859
189269,68204
189270,35665
189271,12365
189272,46962
189273,17192
189274,15793
189275,26846
189276,15793
189277,95037
189278,13421
189279,59462
189280,44510
189281,96196
189282,36291
189283,3442
189284,72883
189285,1662
189286,87448
189287,54302
189288,20381
189289,15883
189290,22866
189291,8977
189292,72551
189293,65397
189294,30721
189295,59758
189296,46867
189297,39965
189298,45251
189299,24723
189300,66673
189301,33602
189302,96787
189303,101505
189304,58097
189305,4566
189306,21802
189307,20185
189308,62176
189309,81443
189310,34274
189311,65873
189312,21802
189313,90767
189314,44616
189315,100999
189316,18788
189317,82839
189318,35808
189319,80502
189320,49500
189321,4962
189322,36906
189323,60722
189324,39738
189325,91040
189326,78939
189327,78589
189328,88244
189329,14421
189330,81728
189331,82839
189332,40708
189333,76251
189334,76049
189335,9179
189336,49621
189337,8002
189338,48197
189339,69217
189340,38997
189341,77639
189342,26652
189343,91195
189344,72293
189345,84212
189346,11297
189347,78901
189348,37937
189349,95717
189350,15065
189351,91195
189352,69232
189353,89341
189354,69038
189355,70892
189356,52070
189357,87864
189358,38089
189359,52070
189360,95037
189361,8946
189362,34549
189363,42687
189364,21314
189365,44014
189366,6328
189367,91083
189368,64004
189369,4394
189370,1405
189371,43914
189372,4493
189373,59089
189374,85023
189375,20335
189376,45533
189377,45606
189378,52785
189379,13256
189380,92800
189381,85455
189382,14931
189383,31136
189384,48670
189385,73525
189386,10510
189387,71948
189388,8144
189389,13259
189390,21578
189391,13140
189392,1365
189393,36178
189394,37821
189395,43587
189396,71035
189397,24655
189398,92608
189399,7765
189400,24892
189401,43587
189402,87988
189403,92714
189404,3927
189405,98232
189406,97789
189407,32977
189408,92646
189409,5640
189410,27425
189411,48178
189412,89341
189413,32977
189414,55356
189415,68321
189416,22455
189417,100429
189418,66204
189419,67050
189420,84737
189421,100678
189422,10636
189423,23515
189424,40003
189425,9534
189426,49580
189427,9609
189428,80146
189429,43296
189430,76824
189431,4659
189432,87557
189433,46283
189434,100933
189435,101902
189436,16151
189437,30626
189438,59774
189439,17255
189440,98787
189441,100933
189442,84943
189443,59441
189444,25724
189445,11184
189446,77963
189447,66176
189448,27520
189449,5375
189450,97795
189451,80841
189452,73538
189453,69657
189454,48630
189455,100933
189456,45497
189457,32197
189458,21392
189459,48594
189460,38636
189461,70118
189462,68863
189463,48594
189464,38775
189465,3354
189466,43822
189467,80040
189468,73511
189469,3354
189470,2058
189471,51087
189472,46139
189473,3383
189474,70118
189475,44715
189476,12712
189477,101283
189478,83770
189479,9469
189480,19596
189481,97356
189482,86733
189483,43334
189484,39808
189485,100524
189486,57240
189487,1895
189488,65938
189489,101361
189490,49449
189491,30151
189492,7430
189493,100326
189494,48281
189495,101361
189496,53466
189497,60124
189498,83969
189499,15196
189500,75738
189501,69873
189502,59097
189503,83789
189504,69873
189505,3659
189506,82347
189507,74064
189508,81759
189509,57808
189510,76326
189511,89937
189512,82689
189513,46855
189514,13087
189515,2674
189516,90579
189517,29302
189518,45222
189519,57847
189520,95270
189521,91035
189522,8413
189523,78412
189524,65841
189525,8413
189526,65507
189527,3755
189528,2239
189529,50120
189530,56457
189531,57958
189532,72697
189533,10893
189534,62461
189535,81483
189536,70970
189537,13307
189538,32824
189539,89272
189540,57833
189541,20605
189542,67160
189543,82247
189544,24424
189545,47106
189546,14856
189547,10342
189548,69107
189549,38334
189550,19920
189551,27449
189552,30218
189553,66642
189554,84828
189555,64515
189556,47762
189557,2768
189558,55066
189559,19818
189560,28342
189561,73675
189562,5514
189563,31679
189564,33383
189565,88505
189566,82000
189567,34339
189568,31714
189569,4320
189570,54354
189571,93477
189572,30319
189573,27949
189574,96483
189575,50468
189576,41664
189577,39680
189578,74182
189579,71016
189580,62701
189581,57102
189582,45321
189583,56395
189584,99958
189585,77351
189586,27501
189587,4622
189588,91205
189589,14893
189590,26264
189591,53864
189592,79556
189593,67777
189594,8977
189595,25573
189596,22822
189597,99884
189598,37696
189599,20991
189600,71039
189601,69234
189602,84239
189603,53542
189604,36626
189605,42544
189606,101351
189607,19987
189608,86577
189609,48924
189610,91747
189611,39469
189612,99798
189613,52144
189614,17045
189615,51244
189616,1232
189617,56479
189618,83019
189619,17843
189620,74201
189621,21864
189622,12968
189623,86730
189624,21431
189625,51209
189626,43869
189627,32507
189628,43869
189629,94415
189630,13274
189631,25343
189632,87431
189633,44698
189634,81370
189635,70107
189636,60143
189637,77021
189638,81766
189639,48289
189640,85560
189641,30181
189642,50132
189643,32521
189644,32706
189645,20674
189646,65878
189647,16858
189648,13602
189649,47361
189650,67182
189651,47620
189652,63070
189653,24117
189654,5458
189655,37767
189656,64698
189657,56481
189658,906
189659,65441
189660,47921
189661,33096
189662,69670
189663,88848
189664,36946
189665,39739
189666,14421
189667,39739
189668,94322
189669,39739
189670,66251
189671,69001
189672,2978
189673,42687
189674,19942
189675,60826
189676,99271
189677,5735
189678,23358
189679,83631
189680,93757
189681,30224
189682,101302
189683,45851
189684,16636
189685,31126
189686,25447
189687,77489
189688,100519
189689,37464
189690,60157
189691,98806
189692,79537
189693,75179
189694,16390
189695,101789
189696,38569
189697,15746
189698,38564
189699,70107
189700,78255
189701,88150
189702,52186
189703,45481
189704,70580
189705,62888
189706,79390
189707,94072
189708,1327
189709,5752
189710,90041
189711,72424
189712,19057
189713,92001
189714,25666
189715,31416
189716,65644
189717,89854
189718,17733
189719,57899
189720,35725
189721,914
189722,35631
189723,65108
189724,47510
189725,90670
189726,32186
189727,90670
189728,98885
189729,83785
189730,43317
189731,38703
189732,10208
189733,69525
189734,38256
189735,83645
189736,16735
189737,94024
189738,17994
189739,9198
189740,9685
189741,15786
189742,85079
189743,95567
189744,73991
189745,65743
189746,52381
189747,62490
189748,73129
189749,76565
189750,4839
189751,29508
189752,52636
189753,38178
189754,88863
189755,13444
189756,42170
189757,76633
189758,67898
189759,40340
189760,61626
189761,82778
189762,66170
189763,61900
189764,36714
189765,42942
189766,80860
189767,12616
189768,93084
189769,13736
189770,93376
189771,9165
189772,80479
189773,47812
189774,31358
189775,47620
189776,21621
189777,9394
189778,78002
189779,59739
189780,94971
189781,10569
189782,42670
189783,99122
189784,81203
189785,64488
189786,24669
189787,68274
189788,56241
189789,51722
189790,46949
189791,84675
189792,65246
189793,90757
189794,74631
189795,8906
189796,80710
189797,65327
189798,52118
189799,17850
189800,87531
189801,75022
189802,65327
189803,42587
189804,42587
189805,5648
189806,78355
189807,64060
189808,67625
189809,24858
189810,5041
189811,21604
189812,20347
189813,63823
189814,70173
189815,60342
189816,6258
189817,72427
189818,65056
189819,99550
189820,65062
189821,65866
189822,41729
189823,13264
189824,1029
189825,65349
189826,6588
189827,25229
189828,66544
189829,61006
189830,97960
189831,65327
189832,69902
189833,80405
189834,20013
189835,74038
189836,47494
189837,74105
189838,80282
189839,83457
189840,94995
189841,86741
189842,101338
189843,100817
189844,99508
189845,39897
189846,58048
189847,100836
189848,92835
189849,66826
189850,72756
189851,1343
189852,91067
189853,47590
189854,49443
189855,15489
189856,52802
189857,7603
189858,65207
189859,26264
189860,100741
189861,35773
189862,60375
189863,83842
189864,57252
189865,93286
189866,97129
189867,36906
189868,65060
189869,73347
189870,64686
189871,33954
189872,58047
189873,89461
189874,36906
189875,42641
189876,37937
189877,73582
189878,89231
189879,45954
189880,99097
189881,69870
189882,87892
189883,10246
189884,42670
189885,60223
189886,79808
189887,42544
189888,94316
189889,50991
189890,1905
189891,28555
189892,90665
189893,38234
189894,49862
189895,77308
189896,39185
189897,85255
189898,4370
189899,94556
189900,85254
189901,22518
189902,24162
189903,82865
189904,93223
189905,41106
189906,42349
189907,92699
189908,65966
189909,91195
189910,9258
189911,57652
189912,51179
189913,52519
189914,61287
189915,55979
189916,45786
189917,95901
189918,93512
189919,83079
189920,38685
189921,48607
189922,879
189923,23377
189924,68012
189925,60299
189926,90309
189927,57769
189928,55334
189929,9165
189930,37582
189931,13217
189932,40074
189933,9075
189934,100388
189935,69675
189936,12701
189937,76920
189938,50443
189939,18775
189940,54830
189941,54941
189942,95280
189943,54080
189944,52658
189945,2024
189946,70659
189947,15178
189948,64505
189949,12873
189950,13962
189951,17914
189952,7590
189953,50610
189954,63857
189955,59049
189956,89322
189957,47131
189958,64466
189959,33599
189960,59917
189961,40714
189962,46153
189963,36561
189964,36738
189965,4274
189966,76241
189967,93118
189968,101442
189969,43336
189970,35080
189971,98078
189972,21223
189973,36906
189974,18019
189975,54406
189976,44909
189977,14021
189978,14821
189979,10132
189980,85023
189981,17133
189982,54868
189983,54868
189984,55040
189985,55040
189986,54868
189987,96201
189988,96201
189989,2044
189990,66931
189991,88902
189992,96201
189993,81888
189994,26194
189995,64089
189996,52921
189997,13028
189998,44126
189999,42930
190000,83172
190001,93741
190002,20025
190003,47620
190004,93978
190005,11153
190006,68085
190007,81583
190008,6422
190009,75138
190010,81650
190011,71698
190012,52519
190013,50706
190014,47844
190015,92737
190016,58330
190017,46094
190018,7728
190019,43567
190020,12864
190021,2080
190022,40003
190023,27041
190024,13782
190025,11184
190026,5358
190027,62052
190028,98483
190029,89702
190030,40003
190031,96908
190032,38372
190033,31792
190034,5346
190035,1134
190036,57259
190037,86678
190038,67487
190039,19361
190040,57259
190041,83676
190042,-3403
190043,73347
190044,30319
190045,55591
190046,12209
190047,6775
190048,98654
190049,35315
190050,21516
190051,101345
190052,99338
190053,-3403
190054,35193
190055,5369
190056,46091
190057,83676
190058,79950
190059,55510
190060,47217
190061,19084
190062,24565
190063,92928
190064,41755
190065,12708
190066,55473
190067,15437
190068,22309
190069,94582
190070,35655
190071,54637
190072,37304
190073,16934
190074,23099
190075,66644
190076,69532
190077,44126
190078,26566
190079,64098
190080,1551
190081,33552
190082,101635
190083,45767
190084,7996
190085,55755
190086,78806
190087,35655
190088,100491
190089,46705
190090,78709
190091,66042
190092,99529
190093,74964
190094,64723
190095,34796
190096,90779
190097,1023
190098,1405
190099,48910
190100,64937
190101,51051
190102,84125
190103,25882
190104,22518
190105,29727
190106,86710
190107,82689
190108,25893
190109,68617
190110,34870
190111,10670
190112,1938
190113,65893
190114,1114
190115,28002
190116,66575
190117,90779
190118,1405
190119,-98595
190120,11019
190121,15548
190122,1535
190123,14938
190124,25073
190125,78641
190126,95209
190127,-101915
190128,43122
190129,59256
190130,77351
190131,82525
190132,11624
190133,83698
190134,64784
190135,6257
190136,63127
190137,86986
190138,96396
190139,75138
190140,17718
190141,97985
190142,74494
190143,45767
190144,27866
190145,73678
190146,101438
190147,80300
190148,17023
190149,10381
190150,63007
190151,80031
190152,73171
190153,7600
190154,69002
190155,16867
190156,43687
190157,78051
190158,30560
190159,21923
190160,79650
190161,95722
190162,34874
190163,59502
190164,56042
190165,30556
190166,27234
190167,61224
190168,64579
190169,57259
190170,90315
190171,1927
190172,15948
190173,68727
190174,84505
190175,100684
190176,18815
190177,719
190178,72184
190179,83416
190180,42446
190181,52020
190182,19982
190183,32990
190184,94316
190185,82865
190186,23026
190187,76070
190188,30262
190189,16868
190190,71009
190191,94648
190192,36990
190193,55633
190194,39543
190195,86369
190196,63775
190197,54659
190198,92146
190199,15359
190200,95694
190201,89957
190202,8851
190203,91087
190204,6822
190205,8851
190206,13861
190207,87542
190208,66486
190209,44786
190210,40695
190211,18627
190212,96129
190213,59557
190214,98368
190215,72970
190216,34349
190217,58326
190218,65683
190219,82052
190220,4372
190221,84371
190222,54406
190223,74859
190224,55124
190225,70592
190226,59485
190227,91490
190228,23162
190229,80756
190230,15633
190231,4356
190232,86560
190233,63910
190234,85640
190235,62967
190236,73352
190237,78539
190238,47457
190239,85640
190240,69457
190241,85640
190242,94432
190243,87826
190244,94459
190245,85640
190246,5215
190247,9042
190248,39325
190249,19007
190250,85640
190251,30389
190252,29581
190253,85640
190254,99569
190255,13306
190256,85640
190257,12204
190258,13896
190259,13896
190260,40003
190261,41580
190262,24597
190263,28518
190264,93397
190265,13274
190266,38384
190267,37548
190268,40417
190269,55958
190270,43906
190271,73493
190272,70843
190273,52875
190274,77980
190275,43577
190276,84042
190277,61199
190278,33645
190279,91657
190280,41164
190281,33645
190282,90954
190283,32189
190284,76125
190285,32189
190286,33645
190287,76355
190288,21427
190289,92656
190290,100313
190291,33645
190292,80617
190293,43106
190294,33645
190295,83026
190296,21989
190297,40672
190298,98078
190299,38317
190300,100637
190301,28002
190302,62020
190303,97452
190304,92493
190305,98078
190306,31334
190307,3349
190308,92623
190309,91038
190310,82140
190311,50607
190312,64462
190313,41541
190314,82140
190315,61931
190316,61931
190317,38951
190318,49960
190319,48018
190320,47590
190321,7724
190322,68089
190323,32533
190324,61086
190325,29761
190326,4164
190327,30994
190328,16911
190329,101729
190330,16911
190331,17545
190332,100776
190333,16909
190334,78275
190335,32598
190336,94464
190337,57914
190338,9179
190339,35188
190340,72716
190341,58410
190342,45243
190343,79905
190344,72596
190345,19361
190346,59049
190347,63527
190348,19361
190349,59049
190350,8244
190351,72518
190352,85806
190353,74703
190354,9342
190355,98101
190356,75493
190357,32624
190358,44006
190359,39865
190360,14008
190361,44006
190362,47579
190363,44006
190364,2311
190365,47579
190366,48090
190367,18059
190368,9445
190369,2460
190370,3525
190371,40772
190372,72321
190373,3525
190374,3525
190375,101047
190376,93911
190377,16663
190378,66990
190379,7605
190380,19977
190381,58109
190382,61931
190383,28702
190384,54310
190385,64392
190386,76575
190387,55628
190388,88848
190389,52002
190390,39325
190391,52002
190392,54238
190393,74152
190394,28612
190395,28612
190396,1480
190397,94107
190398,33384
190399,88896
190400,59049
190401,50284
190402,79119
190403,99647
190404,24407
190405,84466
190406,53820
190407,72131
190408,39430
190409,93181
190410,33654
190411,60728
190412,85217
190413,91195
190414,69781
190415,47139
190416,87230
190417,72043
190418,93741
190419,85010
190420,10051
190421,63073
190422,3820
190423,6324
190424,36921
190425,43879
190426,28526
190427,47497
190428,28785
190429,86008
190430,18844
190431,30695
190432,96171
190433,32895
190434,71195
190435,1423
190436,63595
190437,94005
190438,83061
190439,13807
190440,92471
190441,6256
190442,60438
190443,73436
190444,47128
190445,92631
190446,89943
190447,45871
190448,78776
190449,37145
190450,64269
190451,53869
190452,23132
190453,41900
190454,86497
190455,98521
190456,23842
190457,65131
190458,29965
190459,53389
190460,2386
190461,11807
190462,13939
190463,51823
190464,1595
190465,3773
190466,21933
190467,889
190468,19324
190469,52809
190470,40806
190471,28204
190472,53016
190473,43950
190474,66167
190475,19953
190476,57011
190477,59901
190478,42835
190479,14772
190480,57252
190481,50703
190482,42465
190483,55491
190484,23026
190485,23026
190486,52565
190487,34656
190488,60426
190489,58909
190490,56727
190491,88180
190492,57475
190493,95320
190494,44802
190495,23420
190496,7358
190497,69377
190498,99936
190499,1827
190500,16977
190501,19817
190502,21537
190503,84854
190504,33029
190505,77489
190506,21535
190507,24320
190508,21537
190509,21537
190510,39475
190511,47781
190512,58848
190513,21522
190514,95491
190515,50988
190516,93044
190517,85643
190518,13915
190519,78293
190520,70893
190521,51823
190522,37735
190523,60706
190524,74159
190525,27458
190526,27216
190527,37230
190528,17915
190529,9260
190530,76994
190531,19172
190532,97274
190533,81711
190534,101435
190535,27953
190536,39584
190537,79876
190538,69908
190539,18623
190540,48956
190541,6160
190542,71085
190543,24161
190544,8855
190545,56175
190546,43977
190547,84475
190548,29325
190549,6606
190550,96822
190551,53559
190552,13915
190553,16743
190554,16926
190555,56415
190556,10680
190557,18811
190558,12362
190559,77670
190560,11667
190561,4659
190562,39492
190563,90603
190564,94879
190565,9739
190566,26197
190567,43472
190568,51806
190569,33548
190570,101762
190571,23038
190572,27202
190573,50745
190574,71313
190575,18731
190576,53773
190577,87401
190578,85316
190579,76360
190580,76141
190581,100236
190582,91450
190583,94933
190584,97053
190585,48492
190586,8327
190587,90378
190588,81420
190589,77487
190590,38234
190591,70860
190592,46785
190593,25957
190594,100749
190595,75333
190596,57561
190597,10157
190598,46806
190599,19238
190600,93157
190601,96576
190602,42667
190603,67805
190604,59313
190605,66254
190606,58653
190607,73738
190608,96521
190609,28933
190610,77193
190611,58143
190612,66603
190613,67332
190614,7837
190615,62169
190616,766
190617,40003
190618,75953
190619,13274
190620,74300
190621,10151
190622,35046
190623,95300
190624,95300
190625,45767
190626,10080
190627,30905
190628,54551
190629,73347
190630,24267
190631,17422
190632,42385
190633,67053
190634,97422
190635,49265
190636,80904
190637,97215
190638,97215
190639,1424
190640,2856
190641,72294
190642,56051
190643,22106
190644,15957
190645,99057
190646,67595
190647,17409
190648,7506
190649,1087
190650,38473
190651,1087
190652,1087
190653,1087
190654,26597
190655,86833
190656,1087
190657,97680
190658,91171
190659,21403
190660,56785
190661,12300
190662,20781
190663,92489
190664,10047
190665,89523
190666,49972
190667,3858
190668,49529
190669,79481
190670,9285
190671,48924
190672,70774
190673,18143
190674,33384
190675,33645
190676,53240
190677,21774
190678,35257
190679,51186
190680,43023
190681,94149
190682,33645
190683,88941
190684,44861
190685,55762
190686,76131
190687,63794
190688,79244
190689,58
190690,16498
190691,8152
190692,73347
190693,53897
190694,76464
190695,99392
190696,58
190697,35112
190698,10428
190699,70846
190700,32988
190701,59780
190702,8152
190703,58470
190704,89576
190705,77699
190706,52198
190707,71812
190708,73347
190709,9584
190710,73347
190711,34144
190712,98191
190713,44426
190714,73690
190715,44426
190716,47379
190717,71123
190718,19092
190719,49170
190720,22140
190721,60621
190722,68101
190723,25698
190724,72063
190725,50996
190726,80746
190727,63775
190728,10338
190729,100384
190730,8893
190731,18813
190732,24398
190733,89543
190734,18916
190735,64609
190736,35319
190737,16091
190738,35319
190739,28812
190740,27145
190741,35319
190742,22267
190743,22267
190744,7635
190745,61622
190746,72454
190747,21688
190748,21447
190749,72472
190750,22280
190751,43371
190752,54713
190753,16236
190754,67488
190755,31477
190756,93195
190757,72586
190758,39498
190759,33418
190760,89001
190761,81180
190762,34827
190763,60770
190764,64691
190765,55409
190766,30399
190767,85675
190768,95357
190769,59205
190770,51501
190771,48832
190772,84774
190773,98182
190774,85532
190775,34138
190776,27558
190777,98182
190778,9585
190779,97206
190780,92346
190781,99611
190782,24305
190783,56974
190784,19866
190785,62583
190786,3553
190787,10518
190788,80889
190789,24305
190790,30560
190791,16925
190792,90456
190793,7913
190794,98478
190795,548
190796,69971
190797,43920
190798,51573
190799,55082
190800,21393
190801,29363
190802,34580
190803,51830
190804,7319
190805,53739
190806,70733
190807,40075
190808,80860
190809,29262
190810,10187
190811,24305
190812,24254
190813,43504
190814,86111
190815,12643
190816,65407
190817,80081
190818,13217
190819,56506
190820,78233
190821,14421
190822,79723
190823,44489
190824,67701
190825,75615
190826,81587
190827,14421
190828,72098
190829,79510
190830,76723
190831,46944
190832,96725
190833,88936
190834,159
190835,26688
190836,41717
190837,97417
190838,47885
190839,2337
190840,61549
190841,90076
190842,84142
190843,86460
190844,15405
190845,69644
190846,60926
190847,101647
190848,96824
190849,78649
190850,93340
190851,47788
190852,23076
190853,13652
190854,67075
190855,4683
190856,15004
190857,2868
190858,63442
190859,83467
190860,51821
190861,59715
190862,28763
190863,94336
190864,15
190865,92212
190866,8918
190867,101647
190868,101205
190869,7769
190870,9593
190871,57030
190872,63975
190873,74335
190874,47069
190875,65173
190876,61956
190877,13322
190878,61956
190879,77690
190880,58595
190881,3505
190882,43175
190883,5582
190884,43433
190885,19014
190886,93155
190887,21447
190888,29188
190889,75407
190890,92677
190891,76627
190892,13308
190893,36180
190894,37707
190895,49343
190896,93155
190897,98078
190898,74599
190899,33697
190900,32877
190901,14005
190902,18985
190903,96514
190904,2219
190905,71183
190906,53608
190907,44720
190908,75428
190909,64655
190910,47341
190911,68125
190912,58927
190913,44391
190914,78171
190915,60102
190916,75280
190917,98109
190918,65165
190919,89483
190920,99627
190921,78275
190922,63445
190923,37401
190924,1265
190925,13846
190926,49073
190927,70483
190928,5147
190929,93327
190930,41923
190931,61030
190932,99550
190933,70483
190934,87291
190935,80949
190936,75280
190937,21621
190938,21621
190939,80674
190940,9165
190941,13274
190942,5147
190943,3364
190944,12362
190945,11771
190946,27665
190947,41624
190948,4285
190949,79109
190950,61608
190951,90070
190952,38142
190953,78485
190954,61178
190955,44015
190956,20196
190957,7453
190958,43946
190959,60102
190960,29965
190961,24336
190962,21457
190963,37254
190964,17299
190965,46448
190966,18785
190967,69881
190968,90838
190969,65969
190970,69881
190971,18785
190972,56431
190973,69881
190974,6973
190975,29335
190976,91358
190977,82586
190978,71681
190979,58389
190980,64698
190981,29965
190982,41328
190983,64698
190984,37535
190985,5926
190986,89899
190987,86082
190988,85345
190989,2687
190990,5109
190991,71681
190992,35548
190993,9227
190994,54836
190995,101361
190996,17285
190997,96908
190998,67730
190999,76870
191000,61597
191001,17155
191002,98126
191003,46693
191004,43575
191005,96513
191006,43882
191007,95698
191008,41842
191009,43399
191010,1363
191011,66934
191012,41316
191013,69630
191014,47885
191015,45785
191016,8230
191017,60275
191018,66863
191019,93561
191020,95757
191021,93375
191022,73626
191023,9092
191024,101559
191025,82306
191026,81492
191027,73875
191028,95263
191029,88799
191030,90347
191031,90347
191032,52377
191033,43334
191034,86815
191035,14662
191036,87317
191037,57144
191038,4587
191039,72981
191040,29242
191041,92870
191042,97956
191043,6363
191044,60742
191045,21652
191046,20673
191047,93696
191048,9042
191049,73875
191050,14100
191051,70173
191052,82718
191053,67034
191054,99312
191055,9791
191056,2689
191057,12947
191058,67036
191059,69980
191060,98078
191061,89952
191062,56740
191063,55290
191064,75405
191065,88191
191066,55516
191067,4566
191068,81638
191069,52904
191070,4566
191071,63932
191072,27640
191073,91994
191074,8876
191075,100417
191076,13381
191077,60181
191078,91994
191079,37535
191080,91994
191081,28011
191082,52803
191083,8876
191084,30964
191085,64935
191086,63833
191087,99748
191088,99748
191089,96897
191090,91519
191091,35996
191092,41603
191093,19763
191094,24083
191095,47614
191096,36241
191097,79185
191098,11046
191099,92552
191100,93113
191101,63126
191102,7102
191103,57525
191104,51136
191105,64143
191106,57525
191107,46576
191108,57525
191109,57525
191110,92773
191111,53411
191112,62717
191113,97967
191114,52257
191115,55057
191116,4566
191117,92866
191118,4566
191119,25818
191120,4566
191121,79464
191122,66774
191123,4566
191124,80503
191125,4566
191126,66135
191127,91556
191128,87860
191129,57995
191130,52084
191131,45224
191132,68734
191133,24191
191134,6613
191135,4839
191136,62764
191137,71024
191138,63126
191139,67771
191140,72527
191141,46256
191142,73528
191143,22755
191144,91349
191145,8540
191146,55197
191147,93259
191148,3755
191149,88399
191150,98697
191151,29364
191152,38045
191153,38036
191154,75961
191155,6891
191156,89673
191157,28675
191158,79836
191159,35662
191160,21241
191161,27619
191162,83870
191163,76015
191164,33459
191165,60405
191166,67900
191167,80746
191168,79696
191169,58541
191170,28475
191171,80715
191172,82309
191173,33544
191174,7019
191175,84330
191176,44231
191177,48910
191178,48873
191179,12708
191180,17914
191181,76015
191182,58286
191183,75962
191184,46720
191185,55825
191186,3296
191187,24346
191188,78657
191189,9814
191190,71904
191191,91311
191192,38636
191193,11493
191194,53785
191195,12323
191196,2138
191197,25879
191198,2138
191199,100353
191200,5089
191201,61192
191202,85302
191203,5091
191204,23406
191205,71980
191206,40740
191207,17455
191208,78987
191209,59874
191210,71224
191211,45282
191212,22353
191213,84391
191214,6103
191215,19084
191216,83300
191217,59048
191218,24196
191219,92354
191220,5777
191221,57938
191222,84629
191223,2036
191224,52325
191225,64553
191226,16473
191227,9573
191228,86374
191229,64678
191230,9330
191231,25516
191232,35554
191233,49513
191234,11011
191235,100353
191236,60881
191237,47230
191238,76844
191239,3679
191240,34672
191241,76844
191242,18452
191243,34296
191244,76666
191245,30806
191246,34297
191247,34492
191248,11866
191249,13919
191250,11866
191251,2674
191252,44896
191253,11866
191254,61228
191255,8677
191256,59640
191257,11219
191258,82549
191259,28970
191260,57166
191261,46408
191262,76844
191263,81760
191264,94982
191265,66719
191266,85206
191267,98729
191268,45217
191269,34401
191270,85206
191271,34192
191272,65819
191273,17643
191274,79478
191275,5279
191276,48300
191277,55998
191278,50514
191279,18979
191280,82928
191281,99247
191282,84668
191283,38261
191284,22620
191285,39895
191286,22812
191287,80392
191288,34896
191289,11184
191290,80307
191291,75556
191292,56585
191293,1192
191294,33549
191295,16076
191296,43834
191297,3525
191298,15017
191299,31095
191300,42690
191301,91243
191302,5394
191303,81998
191304,66033
191305,18830
191306,12552
191307,13806
191308,16076
191309,78935
191310,72297
191311,17321
191312,14518
191313,10148
191314,29372
191315,65303
191316,16420
191317,16457
191318,58910
191319,66658
191320,34648
191321,86603
191322,43055
191323,3277
191324,94217
191325,8660
191326,94217
191327,75100
191328,30033
191329,99399
191330,23412
191331,16540
191332,35825
191333,101790
191334,97125
191335,76462
191336,9975
191337,72789
191338,72791
191339,13593
191340,74711
191341,62838
191342,74699
191343,49434
191344,52637
191345,8440
191346,798
191347,94969
191348,75671
191349,50632
191350,7223
191351,75671
191352,30997
191353,75671
191354,75671
191355,85213
191356,60867
191357,40200
191358,93621
191359,90938
191360,73626
191361,88467
191362,45348
191363,97417
191364,60403
191365,75655
191366,559
191367,56166
191368,26404
191369,81916
191370,37717
191371,90652
191372,5789
191373,96870
191374,64464
191375,76272
191376,38033
191377,76770
191378,72549
191379,74045
191380,33962
191381,16076
191382,44885
191383,9188
191384,46436
191385,68697
191386,87607
191387,2440
191388,8700
191389,100609
191390,78297
191391,29486
191392,65851
191393,5598
191394,72939
191395,43674
191396,16072
191397,91190
191398,57239
191399,33289
191400,92290
191401,56785
191402,60039
191403,77637
191404,51574
191405,23524
191406,24642
191407,1315
191408,100917
191409,69278
191410,40003
191411,34561
191412,65489
191413,42883
191414,14049
191415,94896
191416,81627
191417,1501
191418,95684
191419,14057
191420,23258
191421,46216
191422,1451
191423,81732
191424,57663
191425,35648
191426,67793
191427,35648
191428,568
191429,83784
191430,88840
191431,99043
191432,20346
191433,99213
191434,96753
191435,22854
191436,37003
191437,67121
191438,50471
191439,38072
191440,66122
191441,42172
191442,84125
191443,34941
191444,51019
191445,24014
191446,101115
191447,17596
191448,77162
191449,59267
191450,13185
191451,16646
191452,14421
191453,12510
191454,46452
191455,75872
191456,1614
191457,52684
191458,68552
191459,4409
191460,94840
191461,44505
191462,59816
191463,73626
191464,91963
191465,93735
191466,54102
191467,97317
191468,4409
191469,54431
191470,35547
191471,73936
191472,10301
191473,4409
191474,41190
191475,67242
191476,27251
191477,59475
191478,100933
191479,21306
191480,73347
191481,34868
191482,44435
191483,29025
191484,80380
191485,21306
191486,14734
191487,48868
191488,51742
191489,20230
191490,51573
191491,3669
191492,29777
191493,49590
191494,97061
191495,20136
191496,54535
191497,23691
191498,18300
191499,65327
191500,4413
191501,27222
191502,67504
191503,34285
191504,42062
191505,80064
191506,73044
191507,56906
191508,83760
191509,15870
191510,69946
191511,93017
191512,6303
191513,19084
191514,39802
191515,79989
191516,79391
191517,79988
191518,57048
191519,79988
191520,79988
191521,99524
191522,59502
191523,33949
191524,42104
191525,36474
191526,102039
191527,2136
191528,23923
191529,9775
191530,28653
191531,67373
191532,28653
191533,93900
191534,94808
191535,75255
191536,48591
